Entity,Code,Year,Hydropower (terawatt-hours),Wind (terawatt-hours),Solar (terawatt-hours),Other renewables (modern biofuels; geothermal; wave & tidal) (terawatt-hours)
Europe & Eurasia,,1986,683.6295437,0.1336,0.001010101,13.35780956
Europe & Eurasia,,1987,730.2035478,0.1908,0,13.21830129
Europe & Eurasia,,1988,776.0132413,0.3297,0.001010101,14.0010998
Europe & Eurasia,,1989,695.0079686,0.5154,0.009090909,13.77827589
Europe & Eurasia,,1990,714.9490497,0.779460415,0.011767677,18.80295029
Europe & Eurasia,,1991,728.269103,0.979427988,0.015737374,19.69892455
Europe & Eurasia,,1992,748.6126918,1.53464808,0.027195071,21.07303051
Europe & Eurasia,,1993,777.1163479,2.284426092,0.032359768,23.2639096
Europe & Eurasia,,1994,787.1121966,2.979035703,0.037534965,24.42511121
Europe & Eurasia,,1995,789.6448879,3.863229201,0.046494545,27.07775182
Europe & Eurasia,,1996,750.0176265,4.802595346,0.05339727,28.3740246
Europe & Eurasia,,1997,770.5521147,7.269653158,0.063271699,32.32967061
Europe & Eurasia,,1998,798.9933867,11.17216994,0.086263247,36.35304724
Europe & Eurasia,,1999,810.51309,14.24352237,0.090060682,40.17809344
Europe & Eurasia,,2000,835.7587141,22.48246211,0.128957366,43.5911524
Europe & Eurasia,,2001,834.6329301,27.14407857,0.164228505,46.08880091
Europe & Eurasia,,2002,777.5132104,37.09051183,0.27243441,51.71701065
Europe & Eurasia,,2003,738.8902358,44.93534527,0.459808563,59.68552506
Europe & Eurasia,,2004,798.8882852,59.75179988,0.744207858,70.78716124
Europe & Eurasia,,2005,799.7962009,71.1971499,1.517223326,81.43372504
Europe & Eurasia,,2006,789.4650709,83.13791737,2.566258252,92.97677395
Europe & Eurasia,,2007,794.5079386,105.987613,3.796331485,102.6344726
Europe & Eurasia,,2008,810.9327911,120.9279357,7.47943481,112.1260349
Europe & Eurasia,,2009,814.0717164,135.3375821,14.18104707,121.1258849
Europe & Eurasia,,2010,873.4242946,152.9353714,23.23240379,137.4048196
Europe & Eurasia,,2011,789.2165498,185.4152207,46.70743009,146.6237623
Europe & Eurasia,,2012,845.6633335,213.8630433,71.93247423,162.7457338
Europe & Eurasia,,2013,894.1460806,245.0782049,86.46194736,172.6236213
Europe & Eurasia,,2014,872.0750118,263.6150703,98.9000954,184.6655884
Europe & Eurasia,,2015,860.3446397,317.6611088,110.139273,197.9187989
Europe & Eurasia,,2016,891.6930018,321.0067166,114.4405753,201.1454632
European Union,,1965,216.8346848,0,0,2.931
European Union,,1966,235.7165907,0,0,4.017
European Union,,1967,227.6905497,0,0,4.354
European Union,,1968,230.9703805,0,0,4.859
European Union,,1969,226.5847229,0,0,5.328
European Union,,1970,240.2045846,0,0,7.009265961
European Union,,1971,237.8056529,0,0,7.125850626
European Union,,1972,248.2618016,0,0,7.01294404
European Union,,1973,247.6386156,0,0,7.514191239
European Union,,1974,267.6074467,0,0,7.9203092
European Union,,1975,268.7223379,0,0,8.405595081
European Union,,1976,236.2018204,0,0,8.427585232
European Union,,1977,312.2160378,0,0,8.782165321
European Union,,1978,304.4691425,0.003,0,9.236854078
European Union,,1979,319.5650735,0.006,0,9.399327992
European Union,,1980,303.3504457,0.0105,0,10.54827728
European Union,,1981,299.5138979,0.0105,0,10.20639015
European Union,,1982,294.9866613,0.0185,0,9.414153004
European Union,,1983,301.3949245,0.0301,0,9.680938155
European Union,,1984,305.9341143,0.0382,0.001010101,10.09624481
European Union,,1985,310.3485638,0.0574,0.001010101,10.55317974
European Union,,1986,295.327628,0.1336,0.001010101,12.61787056
European Union,,1987,323.1642348,0.1908,0,12.39426529
European Union,,1988,340.3451433,0.3297,0.001010101,13.1470918
European Union,,1989,278.8119034,0.5154,0.009090909,12.90016789
European Union,,1990,291.9473067,0.779460415,0.010757576,17.80194029
European Union,,1991,305.2653753,0.979427988,0.013717172,18.68719955
European Union,,1992,318.2839105,1.53464808,0.024164768,20.04956151
European Union,,1993,325.4615885,2.283998819,0.028319364,22.2006376
European Union,,1994,335.3820258,2.978424592,0.03248446,23.26974621
European Union,,1995,334.0874421,3.862653444,0.040433939,25.68227482
European Union,,1996,332.2923732,4.800999387,0.046326563,26.90750481
European Union,,1997,342.7041321,7.2670774,0.056200992,30.7249412
European Union,,1998,356.6251335,11.15803762,0.078182439,34.3605563
European Union,,1999,357.0202251,14.20211809,0.079959672,37.69486054
European Union,,2000,369.1301813,22.40734392,0.117846255,40.73995208
European Union,,2001,383.0304116,27.03011956,0.151097192,43.02305425
European Union,,2002,323.8438117,36.97058762,0.257282894,48.64506369
European Union,,2003,309.8182303,44.61323311,0.441626744,56.3781536
European Union,,2004,329.7917857,59.3886829,0.72602604,67.25426768
European Union,,2005,312.3501731,70.56732798,1.496011204,77.68897164
European Union,,2006,315.9941062,82.29667999,2.542015828,87.99660953
European Union,,2007,315.4409689,104.6566807,3.767038556,96.2347023
European Union,,2008,333.3391015,119.0827913,7.434091799,105.1889882
European Union,,2009,336.2112662,132.7721888,14.11662662,113.5459356
European Union,,2010,378.4731383,149.0255352,23.12159417,129.2846101
European Union,,2011,314.0896059,179.2205309,46.48281908,138.1199177
European Union,,2012,337.1839187,206.0470474,71.25718093,153.1823485
European Union,,2013,370.9298854,234.8597123,85.31544324,161.9713904
European Union,,2014,374.5183818,251.4116551,97.48551043,172.7098196
European Union,,2015,341.048861,301.7934643,108.1235737,184.8996895
European Union,,2016,347.7962415,300.5427226,111.5551135,187.3257751
Finland,FIN,1965,9.353535354,0,0,0
Finland,FIN,1966,10.38080808,0,0,0
Finland,FIN,1967,11.62929293,0,0,0
Finland,FIN,1968,10.48888889,0,0,0
Finland,FIN,1969,8.745454545,0,0,0
Finland,FIN,1970,9.524242424,0,0,0
Finland,FIN,1971,10.68080808,0,0,0
Finland,FIN,1972,10.37979798,0,0,0
Finland,FIN,1973,10.57979798,0,0,0
Finland,FIN,1974,12.7030303,0,0,0
Finland,FIN,1975,12.20909091,0,0,0
Finland,FIN,1976,9.481818182,0,0,0
Finland,FIN,1977,12.18181818,0,0,0
Finland,FIN,1978,9.798989899,0,0,0
Finland,FIN,1979,10.87070707,0,0,0
Finland,FIN,1980,10.21717172,0,0,0
Finland,FIN,1981,13.65454545,0,0,0
Finland,FIN,1982,13.08888889,0,0,0
Finland,FIN,1983,13.58080808,0,0,0
Finland,FIN,1984,13.24747475,0,0,0
Finland,FIN,1985,12.33434343,0,0,0
Finland,FIN,1986,12.38989899,0,0,0
Finland,FIN,1987,13.7959596,0,0,0
Finland,FIN,1988,13.36262626,0,0,0
Finland,FIN,1989,13.03030303,0,0,0
Finland,FIN,1990,10.86060606,0,0,4.684210526
Finland,FIN,1991,13.1979798,0,0.001,4.824736842
Finland,FIN,1992,15.10808081,0.002,0.001,4.749789474
Finland,FIN,1993,13.47373737,0.004,0.001,5.742842105
Finland,FIN,1994,11.77979798,0.007,0.001,6.23
Finland,FIN,1995,12.91717172,0.011,0.001,6.370526316
Finland,FIN,1996,11.82222222,0.011,0.001,6.662821053
Finland,FIN,1997,11.91414141,0.017,0.001,7.703652632
Finland,FIN,1998,14.92626263,0.023,0.001,8.497157895
Finland,FIN,1999,12.67373737,0.049,0.001,8.959957895
Finland,FIN,2000,14.5989899,0.077,0.002,8.589473684
Finland,FIN,2001,13.14949495,0.07,0.002,8.212631579
Finland,FIN,2002,10.73030303,0.063,0.002,8.932631579
Finland,FIN,2003,9.550505051,0.092,0.002,9.292631579
Finland,FIN,2004,15.01515152,0.12,0.002,10.37052632
Finland,FIN,2005,13.56363636,0.168,0.003,9.478947368
Finland,FIN,2006,11.42727273,0.153,0.003,10.75789474
Finland,FIN,2007,14.13232323,0.188,0.004,9.928421053
Finland,FIN,2008,17.07979798,0.261,0.004,10.37789474
Finland,FIN,2009,12.7,0.277,0.004,8.709473684
Finland,FIN,2010,12.87171717,0.294,0.005,10.94631579
Finland,FIN,2011,12.4020202,0.481,0.005,11.14526316
Finland,FIN,2012,16.83535354,0.494,0.005013699,11.10105263
Finland,FIN,2013,12.8,0.774,0.006,11.93368421
Finland,FIN,2014,13.37373737,1.107,0.008,11.70736842
Finland,FIN,2015,16.75151515,2.327,0.01,11.31789474
Finland,FIN,2016,15.77373737,3.068,0.013461538,11.79454787
France,FRA,1965,46.8810922,0,0,0
France,FRA,1966,52.2084692,0,0,0.39
France,FRA,1967,45.3776574,0,0,0.605
France,FRA,1968,50.4226122,0,0,0.926
France,FRA,1969,52.9420896,0,0,1.067
France,FRA,1970,56.6814826,0,0,1.3702458
France,FRA,1971,48.8567252,0,0,1.3918224
France,FRA,1972,48.831467,0,0,1.5151953
France,FRA,1973,47.6962618,0,0,1.5500864
France,FRA,1974,56.2302844,0,0,1.5770592
France,FRA,1975,60.107937,0,0,1.4158849
France,FRA,1976,48.5646282,0,0,1.3329
France,FRA,1977,76.3229766,0,0,1.3745814
France,FRA,1978,68.3598326,0,0,1.4183881
France,FRA,1979,66.4191396,0,0,1.4840102
France,FRA,1980,69.5267496,0,0,1.4710235
France,FRA,1981,72.1951656,0,0,1.4921525
France,FRA,1982,70.5748578,0,0,1.52734
France,FRA,1983,69.4430148,0,0,1.5587
France,FRA,1984,65.6901096,0,0,1.6223
France,FRA,1985,62.4533336,0,0,1.65215
France,FRA,1986,63.0108452,0,0,1.6628
France,FRA,1987,71.0875564,0,0,1.7506
France,FRA,1988,77.1172904,0,0,1.77325
France,FRA,1989,46.842294,0,0,1.84145
France,FRA,1990,54.3944288,0.000271526,0,1.913
France,FRA,1991,58.2101448,0.000489604,0,2.102
France,FRA,1992,69.5675032,0.000489604,0.001488,2.134
France,FRA,1993,65.4925004,0.00240218,0.001683,1.974
France,FRA,1994,79.4075144,0.004704,0.0018785,2.157
France,FRA,1995,73.732796,0.0047142,0.00204,2.329
France,FRA,1996,66.6651692,0.0074302,0.0026503,2.423
France,FRA,1997,64.3496148,0.0111284,0.0034068,2.675
France,FRA,1998,62.673858,0.0194972,0.0040885,2.653
France,FRA,1999,73.1820056,0.03694443,0.0045475,2.853
France,FRA,2000,67.8007532,0.07736,0.00522325,2.986
France,FRA,2001,75.9568524,0.1311,0.0061605,3.334
France,FRA,2002,61.1703824,0.2691,0.00710345,3.537
France,FRA,2003,57.8752348,0.3912,0.0077673,3.717
France,FRA,2004,59.354562,0.596,0.008447984,3.782
France,FRA,2005,51.4659892,0.96377,0.01050076,3.872
France,FRA,2006,57.14834349,2.18888,0.01190605,3.841
France,FRA,2007,58.77614355,4.14,0.017206,4.216
France,FRA,2008,64.49486849,5.71,0.041492,4.436
France,FRA,2009,57.75863855,7.855,0.162,4.578
France,FRA,2010,63.73435519,9.726,0.547,4.917
France,FRA,2011,46.00150077,12.075,2.068,5.478
France,FRA,2012,59.56129166,14.931,4.07,5.391
France,FRA,2013,70.1929049,15.941,4.66,5.188
France,FRA,2014,62.43844206,17.085402,5.941976,5.815
France,FRA,2015,54.36712502,21.112,7.433,6.409
France,FRA,2016,59.50623882,20.7,8.3,7.060762712
Germany,DEU,1965,16.2122092,0,0,0
Germany,DEU,1966,17.5339978,0,0,0
Germany,DEU,1967,16.6523118,0,0,0
Germany,DEU,1968,16.8989908,0,0,0
Germany,DEU,1969,13.7134778,0,0,0
Germany,DEU,1970,17.5336782,0,0,0.920020161
Germany,DEU,1971,13.4551882,0,0,1.001028226
Germany,DEU,1972,13.2058944,0,0,1.01874874
Germany,DEU,1973,15.2294618,0,0,1.053104839
Germany,DEU,1974,17.6381318,0,0,1.07625
Germany,DEU,1975,17.0591234,0,0,1.124710181
Germany,DEU,1976,13.846833,0,0,1.277685232
Germany,DEU,1977,17.5821604,0,0,1.246583921
Germany,DEU,1978,18.3622344,0,0,1.317465978
Germany,DEU,1979,18.3836866,0,0,1.443317792
Germany,DEU,1980,19.069143,0,0,1.96625378
Germany,DEU,1981,19.9146734,0,0,1.804237651
Germany,DEU,1982,19.737993,0,0,1.798813004
Germany,DEU,1983,18.7120174,0,0,1.540238155
Germany,DEU,1984,18.4791744,0,0,1.642944808
Germany,DEU,1985,17.4006496,0,0,1.644029738
Germany,DEU,1986,18.5719818,0.001,0,1.595569556
Germany,DEU,1987,20.34297,0.002,0,1.445849294
Germany,DEU,1988,20.0793908,0.008,0,1.637881804
Germany,DEU,1989,18.2437278,0.026,0,1.749267893
Germany,DEU,1990,17.335,0.071,0.001,1.435
Germany,DEU,1991,15.85,0.1,0.001,1.471
Germany,DEU,1992,18.635,0.275,0.004,1.558
Germany,DEU,1993,18.96,0.6,0.003,1.635
Germany,DEU,1994,20.195,0.909,0.007,1.875
Germany,DEU,1995,21.556,1.5,0.007,2.01
Germany,DEU,1996,18.818,2.032,0.012,2.098
Germany,DEU,1997,18.952,2.966,0.018,2.273
Germany,DEU,1998,19.002,4.489,0.035,3.256
Germany,DEU,1999,20.686,5.528,0.03,3.585
Germany,DEU,2000,24.86675,9.513,0.06,4.731
Germany,DEU,2001,23.241,10.509,0.076,5.214
Germany,DEU,2002,23.66175,15.786,0.162,6.048
Germany,DEU,2003,17.722,18.713,0.313,8.841
Germany,DEU,2004,20.096,25.509,0.557,10.4712
Germany,DEU,2005,19.639,27.229,1.282,14.3542
Germany,DEU,2006,20.0085,30.71,2.22,18.7004
Germany,DEU,2007,21.169,39.713,3.075,24.3634
Germany,DEU,2008,20.443,40.574,4.42,27.8096
Germany,DEU,2009,19.031,38.648,6.583,30.6498
Germany,DEU,2010,20.953,37.795,11.729,33.9527
Germany,DEU,2011,17.672274,48.891,19.599,36.9098
Germany,DEU,2012,22.09,50.681,26.38,43.2414
Germany,DEU,2013,22.998,51.721,31.01,45.607
Germany,DEU,2014,19.58710177,57.379,36.056,48.399
Germany,DEU,2015,18.97715888,79.206,38.726,50.455
Germany,DEU,2016,21,77.4,38.2,51.751
Greece,GRC,1965,0.8308472,0,0,0
Greece,GRC,1966,1.8915032,0,0,0
Greece,GRC,1967,1.8163734,0,0,0
Greece,GRC,1968,1.502596,0,0,0
Greece,GRC,1969,2.2583134,0,0,0
Greece,GRC,1970,2.9212234,0,0,0
Greece,GRC,1971,2.9433204,0,0,0
Greece,GRC,1972,2.9654174,0,0,0
Greece,GRC,1973,2.4616058,0,0,0
Greece,GRC,1974,2.231797,0,0,0
Greece,GRC,1975,2.2273776,0,0,0
Greece,GRC,1976,2.077118,0,0,0
Greece,GRC,1977,2.1301508,0,0,0
Greece,GRC,1978,3.3101306,0,0,0
Greece,GRC,1979,3.9509436,0,0,0
Greece,GRC,1980,3.7741676,0,0,0
Greece,GRC,1981,3.3454858,0,0,0
Greece,GRC,1982,3.5045842,0,0,0
Greece,GRC,1983,2.3378626,0,0,0
Greece,GRC,1984,2.8593518,0,0,0
Greece,GRC,1985,2.8018996,0,0,0
Greece,GRC,1986,3.2369052,0,0,0
Greece,GRC,1987,2.7814174,0.001,0,0
Greece,GRC,1988,2.3671878,0.001,0,0
Greece,GRC,1989,1.9052478,0.001,0,0
Greece,GRC,1990,1.769,0.002,0,0
Greece,GRC,1991,3.099,0.002,0,0
Greece,GRC,1992,2.203,0.008,0,0.001
Greece,GRC,1993,2.282,0.047,0,0.001
Greece,GRC,1994,2.599,0.037,0,0.001
Greece,GRC,1995,3.529,0.034,0,0.001
Greece,GRC,1996,4.348,0.036,0,0
Greece,GRC,1997,3.882,0.037,0,0
Greece,GRC,1998,3.717,0.073,0,0
Greece,GRC,1999,4.592,0.162,0,0.001
Greece,GRC,2000,3.693,0.451,0,0
Greece,GRC,2001,2.097,0.756,0,0.079
Greece,GRC,2002,2.8,0.651,0,0.126
Greece,GRC,2003,4.766,1.021,0,0.105
Greece,GRC,2004,4.672,1.121,0.001,0.123
Greece,GRC,2005,5.017,1.266,0.001,0.122
Greece,GRC,2006,5.865,1.699,0.001,0.114
Greece,GRC,2007,2.591,1.818,0.001,0.184
Greece,GRC,2008,3.312,2.242,0.005,0.191
Greece,GRC,2009,5.374,2.543,0.05,0.218
Greece,GRC,2010,7.46,2.714,0.158,0.19
Greece,GRC,2011,4.011,3.315,0.61,0.207
Greece,GRC,2012,4.403,3.85,1.694,0.204
Greece,GRC,2013,6.346,4.139,3.648,0.216
Greece,GRC,2014,4.476,3.689,3.792,0.22
Greece,GRC,2015,6.098,4.621,3.9,0.231
Greece,GRC,2016,5.360067879,4.966533,3.98623,0.2346354
Hong Kong,HKG,1965,0,0,0,0
Hong Kong,HKG,1966,0,0,0,0
Hong Kong,HKG,1967,0,0,0,0
Hong Kong,HKG,1968,0,0,0,0
Hong Kong,HKG,1969,0,0,0,0
Hong Kong,HKG,1970,0,0,0,0
Hong Kong,HKG,1971,0,0,0,0
Hong Kong,HKG,1972,0,0,0,0
Hong Kong,HKG,1973,0,0,0,0
Hong Kong,HKG,1974,0,0,0,0
Hong Kong,HKG,1975,0,0,0,0
Hong Kong,HKG,1976,0,0,0,0
Hong Kong,HKG,1977,0,0,0,0
Hong Kong,HKG,1978,0,0,0,0
Hong Kong,HKG,1979,0,0,0,0
Hong Kong,HKG,1980,0,0,0,0
Hong Kong,HKG,1981,0,0,0,0
Hong Kong,HKG,1982,0,0,0,0
Hong Kong,HKG,1983,0,0,0,0
Hong Kong,HKG,1984,0,0,0,0
Hong Kong,HKG,1985,0,0,0,0
Hong Kong,HKG,1986,0,0,0,0
Hong Kong,HKG,1987,0,0,0,0
Hong Kong,HKG,1988,0,0,0,0
Hong Kong,HKG,1989,0,0,0,0
Hong Kong,HKG,1990,0,0,0,0
Hong Kong,HKG,1991,0,0,0,0
Hong Kong,HKG,1992,0,0,0,0
Hong Kong,HKG,1993,0,0,0,0
Hong Kong,HKG,1994,0,0,0,0
Hong Kong,HKG,1995,0,0,0,0
Hong Kong,HKG,1996,0,0,0,0
Hong Kong,HKG,1997,0,0,0,0
Hong Kong,HKG,1998,0,0,0,0
Hong Kong,HKG,1999,0,0,0,0
Hong Kong,HKG,2000,0,0,0,0
Hong Kong,HKG,2001,0,0,0,0
Hong Kong,HKG,2002,0,0,0,0
Hong Kong,HKG,2003,0,0,0,0
Hong Kong,HKG,2004,0,0,0,0
Hong Kong,HKG,2005,0,0,0,0
Hong Kong,HKG,2006,0,0.000694,0,0
Hong Kong,HKG,2007,0,0.000865,0,0
Hong Kong,HKG,2008,0,0.000807,0,0
Hong Kong,HKG,2009,0,0.001099,0,0
Hong Kong,HKG,2010,0,0.001041,0.00035,0.092
Hong Kong,HKG,2011,0,0.000868,0.000691,0.078
Hong Kong,HKG,2012,0,0.001053,0.000854,0.089
Hong Kong,HKG,2013,0,0.000836,0.001112,0.092
Hong Kong,HKG,2014,0,0.0009,0.001102,0.096
Hong Kong,HKG,2015,0,0.000811,0.00103,0.096
Hong Kong,HKG,2016,0,0.000492,0.000979,0.096263014
Hungary,HUN,1965,0.0707104,0,0,0
Hungary,HUN,1966,0.1060656,0,0,0
Hungary,HUN,1967,0.0795492,0,0,0
Hungary,HUN,1968,0.0928074,0,0,0
Hungary,HUN,1969,0.0928074,0,0,0
Hungary,HUN,1970,0.0928074,0,0,0
Hungary,HUN,1971,0.0928074,0,0,0
Hungary,HUN,1972,0.1060656,0,0,0
Hungary,HUN,1973,0.0928074,0,0,0
Hungary,HUN,1974,0.0795492,0,0,0
Hungary,HUN,1975,0.1635178,0,0,0
Hungary,HUN,1976,0.1635178,0,0,0
Hungary,HUN,1977,0.1502596,0,0,0
Hungary,HUN,1978,0.1414208,0,0,0
Hungary,HUN,1979,0.1414208,0,0,0
Hungary,HUN,1980,0.1149044,0,0,0
Hungary,HUN,1981,0.1635178,0,0,0
Hungary,HUN,1982,0.1635178,0,0,0
Hungary,HUN,1983,0.1502596,0,0,0
Hungary,HUN,1984,0.1856148,0,0,0
Hungary,HUN,1985,0.1502596,0,0,0
Hungary,HUN,1986,0.1502596,0,0,0
Hungary,HUN,1987,0.1723566,0,0,0
Hungary,HUN,1988,0.1723566,0,0,0
Hungary,HUN,1989,0.1635178,0,0,0
Hungary,HUN,1990,0.1723566,0,0,0
Hungary,HUN,1991,0.198873,0,0,0
Hungary,HUN,1992,0.1635178,0,0,0
Hungary,HUN,1993,0.1635178,0,0,0
Hungary,HUN,1994,0.1635178,0,0,0
Hungary,HUN,1995,0.1635178,0,0,0.008
Hungary,HUN,1996,0.2077118,0,0,0.008
Hungary,HUN,1997,0.22097,0,0,0.01
Hungary,HUN,1998,0.1502596,0,0,0.007
Hungary,HUN,1999,0.1856148,0,0,0.009
Hungary,HUN,2000,0.176776,0,0,0.01
Hungary,HUN,2001,0.1856148,0.001,0,0.014
Hungary,HUN,2002,0.1944536,0.001,0,0.012
Hungary,HUN,2003,0.1723566,0.004,0,0.127
Hungary,HUN,2004,0.2032924,0.006,0,0.7
Hungary,HUN,2005,0.202,0.01,0,1.599
Hungary,HUN,2006,0.186,0.043,0,1.171
Hungary,HUN,2007,0.21,0.11,0,1.421
Hungary,HUN,2008,0.213,0.205,0.001,1.829
Hungary,HUN,2009,0.228,0.331,0.001,2.223
Hungary,HUN,2010,0.188,0.527,0.001,2.297
Hungary,HUN,2011,0.222,0.626,0.001,1.859
Hungary,HUN,2012,0.213,0.771181,0.008,1.655
Hungary,HUN,2013,0.213,0.717905,0.025,1.832
Hungary,HUN,2014,0.301,0.65654,0.056,2.126
Hungary,HUN,2015,0.234,0.693,0.123,2.161
Hungary,HUN,2016,0.260801762,0.688862687,0.197842594,2.569977
India,IND,1965,19.1669378,0,0,0
India,IND,1966,20.0154626,0,0,0
India,IND,1967,22.3975192,0,0,0
India,IND,1968,25.8490706,0,0,0
India,IND,1969,28.6995836,0,0,0
India,IND,1970,30.4364078,0,0,0
India,IND,1971,33.3841476,0,0,0
India,IND,1972,32.4030408,0,0,0
India,IND,1973,34.5066752,0,0,0
India,IND,1974,33.2029522,0,0,0
India,IND,1975,39.6685344,0,0,0
India,IND,1976,41.498166,0,0,0
India,IND,1977,45.276753,0,0,0
India,IND,1978,56.1749934,0,0,0
India,IND,1979,54.1685858,0,0,0
India,IND,1980,55.441373,0,0,0
India,IND,1981,59.0829586,0,0,0
India,IND,1982,49.8596708,0,0,0
India,IND,1983,48.0432974,0,0,0
India,IND,1984,53.6824518,0,0,0
India,IND,1985,51.8130456,0,0,0
India,IND,1986,52.568763,0,0,0
India,IND,1987,48.9625326,0,0,0
India,IND,1988,54.6149452,0,0,0
India,IND,1989,63.3697766,0,0,0
India,IND,1990,66.3970656,0.03030303,0,0.037586336
India,IND,1991,73.9188844,0.11291,0,0.095071321
India,IND,1992,70.0607482,0.08847,0,0.119391892
India,IND,1993,70.732497,0.09477,0,0.25204955
India,IND,1994,80.21211,0.19128,0,0.380285285
India,IND,1995,75.9208726,0.49647,0.001010101,0.563795045
India,IND,1996,69.0575444,0.87838,0.006060606,0.756148649
India,IND,1997,70.2110078,0.988,0.006060606,0.981666667
India,IND,1998,83.6327256,1.079,0.006060606,1.292527778
India,IND,1999,82.2494534,1.446,0.006060606,1.686078829
India,IND,2000,76.9903674,1.582,0.007070707,1.686078829
India,IND,2001,72.0229618,2.085,0.011111111,2.069149925
India,IND,2002,68.544894,2.085,0.013131313,2.139900676
India,IND,2003,69.296192,2.60448,0.016161616,2.712539565
India,IND,2004,83.8404374,5.22543,0.018181818,3.314363138
India,IND,2005,97.42,5.991,0.018181818,4.035136411
India,IND,2006,112.6171744,9.547,0.018181818,5.043776802
India,IND,2007,122.61294,11.413,0.018181818,6.220008033
India,IND,2008,115.16896,13.334,0.019191919,7.747339865
India,IND,2009,106.33819,18.187,0.03030303,9.726592117
India,IND,2010,108.74431,19.657,0.2543125,11.78
India,IND,2011,131.70444,24.531,0.535015,13.96
India,IND,2012,115.77617,30.115,1.350595777,14.39643118
India,IND,2013,131.98293,33.583,2.840703125,14.79352784
India,IND,2014,138.99651,33.32370453,4.372875,15.15129
India,IND,2015,133.28255,32.74138,6.56638,16.880985
India,IND,2016,128.7956053,44.80165084,11.93914402,16.02966449
Indonesia,IDN,1965,1.8252122,0,0,0
Indonesia,IDN,1966,2.3732178,0,0,0
Indonesia,IDN,1967,2.6648982,0,0,0
Indonesia,IDN,1968,3.292453,0,0,0
Indonesia,IDN,1969,3.4427126,0,0,0
Indonesia,IDN,1970,4.1851718,0,0,0
Indonesia,IDN,1971,1.3788528,0,0,0
Indonesia,IDN,1972,1.2330126,0,0,0
Indonesia,IDN,1973,1.5556288,0,0,0
Indonesia,IDN,1974,1.723566,0,0,0
Indonesia,IDN,1975,1.8075346,0,0,0
Indonesia,IDN,1976,1.060656,0,0,0
Indonesia,IDN,1977,1.7633406,0,0,0
Indonesia,IDN,1978,1.259529,0,0,0
Indonesia,IDN,1979,1.4009498,0,0,0
Indonesia,IDN,1980,1.2683678,0,0,0
Indonesia,IDN,1981,1.2639484,0,0,0
Indonesia,IDN,1982,1.3788528,0,0,0
Indonesia,IDN,1983,2.0726986,0,0,0
Indonesia,IDN,1984,2.2627328,0,0,0
Indonesia,IDN,1985,2.7665444,0,0,0
Indonesia,IDN,1986,4.4547552,0,0,0
Indonesia,IDN,1987,4.5829178,0,0,0
Indonesia,IDN,1988,5.0336966,0,0,0
Indonesia,IDN,1989,6.2799674,0,0,0
Indonesia,IDN,1990,5.6745096,0,0,1.129263158
Indonesia,IDN,1991,5.6656708,0,0,1.053473684
Indonesia,IDN,1992,8.5692166,0,0,1.088210526
Indonesia,IDN,1993,7.8400156,0,0,1.094526316
Indonesia,IDN,1994,6.8854252,0,0,1.605352632
Indonesia,IDN,1995,7.51298,0,0,2.215526316
Indonesia,IDN,1996,8.1405348,0,0,2.345
Indonesia,IDN,1997,5.1530204,0,0,2.770263158
Indonesia,IDN,1998,9.6519696,0,0,3.843947368
Indonesia,IDN,1999,9.3735474,0,0,3.898684211
Indonesia,IDN,2000,10.0187798,0,0,4.875
Indonesia,IDN,2001,11.6583772,0,0,6.039
Indonesia,IDN,2002,9.94365,0,0,6.249
Indonesia,IDN,2003,9.081,0,0,6.309
Indonesia,IDN,2004,9.673,0,0,6.676
Indonesia,IDN,2005,10.759,0,0,6.626
Indonesia,IDN,2006,9.623,0,0,6.69035
Indonesia,IDN,2007,11.286,0.00002,0,7.057
Indonesia,IDN,2008,11.528,0.00027,0.00037,8.356
Indonesia,IDN,2009,11.384,0.00367,0.0001,9.358
Indonesia,IDN,2010,17.456,0.003636,0.00053,9.452
Indonesia,IDN,2011,12.419,0.00469,0.00077,9.57243
Indonesia,IDN,2012,12.799,0.00461,0.00301,9.67043
Indonesia,IDN,2013,16.93,0.0014,0.00559,9.66168
Indonesia,IDN,2014,15.148,0.0019,0.01076,10.260035
Indonesia,IDN,2015,13.741,0.0037,0.01878,10.50095
Indonesia,IDN,2016,14.4445,0.014840548,0.093366167,11.19488667
Iran,IRN,1965,1.7191466,0,0,0
Iran,IRN,1966,1.8473092,0,0,0
Iran,IRN,1967,1.98873,0,0,0
Iran,IRN,1968,2.1389896,0,0,0
Iran,IRN,1969,2.3025074,0,0,0
Iran,IRN,1970,2.4792834,0,0,0
Iran,IRN,1971,2.6648982,0,0,0
Iran,IRN,1972,3.5001648,0,0,0
Iran,IRN,1973,2.9654174,0,0,0
Iran,IRN,1974,3.2659366,0,0,0
Iran,IRN,1975,3.4294544,0,0,0
Iran,IRN,1976,3.8360392,0,0,0
Iran,IRN,1977,3.9642018,0,0,0
Iran,IRN,1978,6.209257,0,0,0
Iran,IRN,1979,5.3828292,0,0,0
Iran,IRN,1980,5.5817022,0,0,0
Iran,IRN,1981,6.0943526,0,0,0
Iran,IRN,1982,6.3948718,0,0,0
Iran,IRN,1983,6.2578704,0,0,0
Iran,IRN,1984,5.8512856,0,0,0
Iran,IRN,1985,5.5949604,0,0,0
Iran,IRN,1986,7.093137,0,0,0
Iran,IRN,1987,8.197987,0,0,0
Iran,IRN,1988,7.5483352,0,0,0
