Entity,Code,Year,Oil (terawatt-hours),Gas (terawatt-hours),Coal (terawatt-hours)
Slovakia,SVK,1975,71.68732,25.3425,78.79325
Slovakia,SVK,1976,75.78108,27.97925,78.09545
Slovakia,SVK,1977,79.23519,31.79825,80.21211
Slovakia,SVK,1978,81.96824,35.63,84.10816
Slovakia,SVK,1979,83.30569,36.769,82.72419
Slovakia,SVK,1980,77.54884,26.95325,94.15648
Slovakia,SVK,1981,76.42073,27.98575,91.63277
Slovakia,SVK,1982,69.71022,29.2225,93.2726
Slovakia,SVK,1983,68.23321,30.00925,93.40053
Slovakia,SVK,1984,72.32697,34.059,99.35509
Slovakia,SVK,1985,71.8734,34.998,98.56425
Slovakia,SVK,1986,69.39621,37.484,91.03964
Slovakia,SVK,1987,68.24484,39.5915,95.63349
Slovakia,SVK,1988,66.60501,38.9665,99.6691
Slovakia,SVK,1989,65.91884,44.0555,96.13358
Slovakia,SVK,1990,57.75458,59.173,90.989631
Slovakia,SVK,1991,50.62539,52.629,80.890139
Slovakia,SVK,1992,45.5896,57.8885,71.584976
Slovakia,SVK,1993,37.72772,57.3265,71.184904
Slovakia,SVK,1994,38.93724,54.73375,63.487007
Slovakia,SVK,1995,37.69283,60.676,62.689189
Slovakia,SVK,1996,39.53037,63.94625,62.094896
Slovakia,SVK,1997,39.46059,64.8905,59.183907
Slovakia,SVK,1998,44.01955,65.93675,54.548189
Slovakia,SVK,1999,39.90253,66.73475,52.985117
Slovakia,SVK,2000,39.6583,67.17975,49.749651
Slovakia,SVK,2001,37.07644,71.738,51.559279
Slovakia,SVK,2002,41.15857,68.23725,49.69499
Slovakia,SVK,2003,38.75116,65.927,53.437524
Slovakia,SVK,2004,37.02992,63.9465,52.678085
Slovakia,SVK,2005,44.50801,68.64875,49.200715
Slovakia,SVK,2006,39.87927,62.54475,51.825606
Slovakia,SVK,2007,42.25179,59.189,46.547912
Slovakia,SVK,2008,45.79894,60.08425,46.642115
Slovakia,SVK,2009,43.39153,51.4675,45.074391
Slovakia,SVK,2010,45.55471,58.22475,45.320947
Slovakia,SVK,2011,45.2407,53.929,43.021696
Slovakia,SVK,2012,41.80985,50.76875,40.422391
Slovakia,SVK,2013,41.97267,55.992,40.174672
Slovakia,SVK,2014,39.56526,43.87225,39.823446
Slovakia,SVK,2015,42.71699,45.118,38.091739
Slovakia,SVK,2016,46.52,45.967,36.29812551
South & Central America,,1965,943.9466612,148.8023237,68.06039321
South & Central America,,1966,999.3282211,159.0577295,70.66314912
South & Central America,,1967,1031.680354,171.3197992,73.60655757
South & Central America,,1968,1104.219304,180.2734237,69.0085041
South & Central America,,1969,1156.565359,185.5602123,76.12316253
South & Central America,,1970,1202.517931,189.7111186,82.84277136
South & Central America,,1971,1360.424147,189.9496094,76.40319212
South & Central America,,1972,1463.594284,202.9858491,75.45445689
South & Central America,,1973,1597.964177,227.845632,78.39680652
South & Central America,,1974,1641.947016,234.0312511,85.8096751
South & Central America,,1975,1631.459456,240.8471399,91.22644676
South & Central America,,1976,1711.937243,274.7509436,91.9364742
South & Central America,,1977,1783.294656,295.172269,102.9745482
South & Central America,,1978,1872.598097,304.2809241,112.2484428
South & Central America,,1979,1966.107554,333.3136267,116.628217
South & Central America,,1980,2036.977233,357.996865,124.7992931
South & Central America,,1981,2011.253435,368.7310485,122.9014054
South & Central America,,1982,1955.638203,402.9390816,123.3309655
South & Central America,,1983,1895.413139,422.8591553,137.3918508
South & Central America,,1984,1888.736517,457.1208499,157.4494379
South & Central America,,1985,1865.332977,466.8908703,180.1925322
South & Central America,,1986,2001.918062,515.2464252,183.9103835
South & Central America,,1987,2055.212395,519.5479195,202.7214665
South & Central America,,1988,2079.373753,565.4481364,200.9632417
South & Central America,,1989,2096.717812,590.477471,216.0649849
South & Central America,,1990,2069.867158,605.5877231,182.6028695
South & Central America,,1991,2084.042158,626.8092384,192.4167573
South & Central America,,1992,2219.340592,635.4296827,199.6147226
South & Central America,,1993,2250.88512,665.4274037,207.7936824
South & Central America,,1994,2382.560066,703.2502652,224.8405869
South & Central America,,1995,2458.936692,772.0310917,226.6383717
South & Central America,,1996,2513.639033,843.7143117,231.9559835
South & Central America,,1997,2651.895961,889.7563878,249.5823053
South & Central America,,1998,2760.926084,943.4707881,240.8763978
South & Central America,,1999,2781.513518,943.5060466,237.8636682
South & Central America,,2000,2755.022675,1006.774796,242.7320527
South & Central America,,2001,2810.319711,1059.060483,231.7056183
South & Central America,,2002,2809.364039,1073.712679,227.304202
South & Central America,,2003,2756.100121,1118.264097,246.1885613
South & Central America,,2004,2871.690763,1239.441351,260.109915
South & Central America,,2005,2960.575275,1291.868221,246.1555966
South & Central America,,2006,3061.456684,1417.994232,282.896636
South & Central America,,2007,3203.289573,1492.796186,298.6289028
South & Central America,,2008,3368.058371,1501.467357,325.1284236
South & Central America,,2009,3350.472075,1430.905979,269.8341948
South & Central America,,2010,3531.012142,1572.630825,327.3044347
South & Central America,,2011,3651.89694,1574.98866,351.1532688
South & Central America,,2012,3733.546603,1670.403561,368.4584279
South & Central America,,2013,3860.705218,1728.892454,397.7899033
South & Central America,,2014,3914.018402,1767.628495,420.1517174
South & Central America,,2015,3889.525454,1840.464038,417.250747
South & Central America,,2016,3794.272229,1799.476287,403.0807361
South Africa,ZAF,1965,65.19778,0,286.76091
South Africa,ZAF,1966,70.86159,0,283.13235
South Africa,ZAF,1967,77.02549,0,291.30824
South Africa,ZAF,1968,83.74763,0,304.92697
South Africa,ZAF,1969,92.09797,0,307.92751
South Africa,ZAF,1970,99.80866,0,318.10376
South Africa,ZAF,1971,109.18244,0,340.1753115
South Africa,ZAF,1972,119.0912,0,342.584649
South Africa,ZAF,1973,131.45389,0,364.9302158
South Africa,ZAF,1974,128.05793,0,382.2851322
South Africa,ZAF,1975,135.88492,0,408.0100347
South Africa,ZAF,1976,137.36193,0,428.3884449
South Africa,ZAF,1977,136.03611,0,443.7921064
South Africa,ZAF,1978,142.89781,0,431.0310399
South Africa,ZAF,1979,135.4895,0,459.7467798
South Africa,ZAF,1980,139.36229,2.635787924,496.7320625
South Africa,ZAF,1981,150.94577,2.557710206,588.8600453
South Africa,ZAF,1982,152.87635,2.328200339,645.5872033
South Africa,ZAF,1983,154.31847,2.638155088,655.7012793
South Africa,ZAF,1984,168.03024,2.646434642,706.5366348
South Africa,ZAF,1985,164.16908,2.49855874,725.5737133
South Africa,ZAF,1986,158.43549,2.621590475,735.6656543
South Africa,ZAF,1987,167.48363,2.425209835,748.5730698
South Africa,ZAF,1988,184.6163062,2.446503261,809.9272622
South Africa,ZAF,1989,191.296412,2.493824422,755.8787427
South Africa,ZAF,1990,192.9774308,2.737531738,782.8976785
South Africa,ZAF,1991,194.4751111,3.027881158,768.7528618
South Africa,ZAF,1992,200.918834,7.89613983,771.6843894
South Africa,ZAF,1993,209.3790706,10.7844561,774.7294183
South Africa,ZAF,1994,218.4484037,11.13950995,799.6300228
South Africa,ZAF,1995,233.00104,10.71668609,829.7133401
South Africa,ZAF,1996,240.3838504,11.03931979,842.5073216
South Africa,ZAF,1997,244.2410968,10.32010998,861.0867746
South Africa,ZAF,1998,247.8983781,11.75076378,835.2280744
South Africa,ZAF,1999,251.3911569,13.18210994,872.6993691
South Africa,ZAF,2000,255.7526397,12.29925935,867.9653691
South Africa,ZAF,2001,261.2849648,12.66793821,871.0688409
South Africa,ZAF,2002,268.0850476,10.92493125,828.5981117
South Africa,ZAF,2003,277.7589269,10.82370824,920.9662072
South Africa,ZAF,2004,288.0731599,22.41309384,1009.106846
South Africa,ZAF,2005,288.7462239,32.89002712,930.2640373
South Africa,ZAF,2006,293.7233914,36.37112003,947.5279146
South Africa,ZAF,2007,299.685167,36.59662014,972.9774623
South Africa,ZAF,2008,284.0927817,39.14354072,1085.502539
South Africa,ZAF,2009,280.7173108,35.1940273,1091.169547
South Africa,ZAF,2010,297.9487863,41.0003171,1079.536198
South Africa,ZAF,2011,299.33794,43.23818488,1052.656134
South Africa,ZAF,2012,308.4422274,46.19601555,1027.383904
South Africa,ZAF,2013,317.0682284,48.02454591,1030.567799
South Africa,ZAF,2014,314.2610795,51.92472242,1044.831838
South Africa,ZAF,2015,324.1036346,53.03157393,969.3655611
South Africa,ZAF,2016,313.3181815,53.85476497,989.8028966
South Korea,KOR,1965,14.96781,0,57.59176
South Korea,KOR,1966,22.41101,0,65.20941
South Korea,KOR,1967,38.86746,0,62.20887
South Korea,KOR,1968,57.47546,0,58.7315
South Korea,KOR,1969,78.02567,0,61.33662
South Korea,KOR,1970,97.4594,0,65.46527
South Korea,KOR,1971,110.03143,0,66.16307
South Korea,KOR,1972,114.85788,0,67.81453
South Korea,KOR,1973,141.39754,0,85.75962
South Korea,KOR,1974,145.9565,0,88.44615
South Korea,KOR,1975,165.07622,0,93.44705
South Korea,KOR,1976,185.48687,0,104.16991
South Korea,KOR,1977,220.78392,0,113.71814
South Korea,KOR,1978,252.04536,0,115.06722
South Korea,KOR,1979,283.38821,0,137.73409
South Korea,KOR,1980,280.55049,0,153.50437
South Korea,KOR,1981,277.63136,0,177.28772
South Korea,KOR,1982,275.43329,0,179.6835
South Korea,KOR,1983,287.38893,0,191.79033
South Korea,KOR,1984,288.0751,0,231.05321
South Korea,KOR,1985,303.32203,0,256.11586
South Korea,KOR,1986,329.73376,0.711756,271.33953
South Korea,KOR,1987,346.20184,22.022568,274.92157
South Korea,KOR,1988,414.53972,28.449306,292.63406
South Korea,KOR,1989,476.35317,27.52821,284.85359
South Korea,KOR,1990,575.99901,31.641741,283.59755
South Korea,KOR,1991,696.5207,36.655434,285.34205
South Korea,KOR,1992,840.9653,47.949327,274.67734
South Korea,KOR,1993,922.34041,59.902641,301.00766
South Korea,KOR,1994,1011.77511,79.737606,310.53263
South Korea,KOR,1995,1103.04735,96.432471,327.0356
South Korea,KOR,1996,1179.68905,127.404324,374.91631
South Korea,KOR,1997,1295.02376,154.827864,404.23554
South Korea,KOR,1998,1092.1733,144.842346,419.63366
South Korea,KOR,1999,1171.17589,176.358483,444.45208
South Korea,KOR,2000,1206.77532,198.077508,500.48542
South Korea,KOR,2001,1203.90271,217.577529,531.61893
South Korea,KOR,2002,1225.08094,241.777233,570.97485
South Korea,KOR,2003,1237.0831,253.238598,594.44419
South Korea,KOR,2004,1217.376414,296.749917,617.84375
South Korea,KOR,2005,1218.156067,317.725785,636.9760304
South Korea,KOR,2006,1217.740785,334.985868,637.180951
South Korea,KOR,2007,1251.966332,362.817621,693.77602
South Korea,KOR,2008,1199.016699,373.368357,768.2778
South Korea,KOR,2009,1206.554417,354.915036,797.86452
South Korea,KOR,2010,1220.657044,450.164736,882.67048
South Korea,KOR,2011,1230.340881,484.454628,972.7332
South Korea,KOR,2012,1265.027128,525.286395,941.77414
South Korea,KOR,2013,1259.462212,549.758241,952.67145
South Korea,KOR,2014,1255.294583,500.039991,984.03756
South Korea,KOR,2015,1323.241193,456.5084778,994.05099
South Korea,KOR,2016,1420.604036,475.8902286,948.82192
Spain,ESP,1965,165.25067,0,112.811
Spain,ESP,1966,195.39563,0,104.36762
Spain,ESP,1967,236.5542,0,106.0656
Spain,ESP,1968,251.27778,0,107.36816
Spain,ESP,1969,286.098,0.97692,108.0427
Spain,ESP,1970,326.40758,0.77921,114.13682
Spain,ESP,1971,359.34374,4.12865,114.70669
Spain,ESP,1972,378.4402,12.14172,117.47463
Spain,ESP,1973,455.17494,11.72304,115.05559
Spain,ESP,1974,477.77203,14.6538,111.43866
Spain,ESP,1975,496.04276,15.119,123.49897
Spain,ESP,1976,562.26398,17.35196,119.61455
Spain,ESP,1977,529.25804,16.68905,128.12771
Spain,ESP,1978,539.56222,17.0961,110.11284
Spain,ESP,1979,571.56798,16.5146,125.49933
Spain,ESP,1980,606.53939,21.17823,144.66557
Spain,ESP,1981,585.66354,24.17877,178.46235
Spain,ESP,1982,555.4488,26.36521,197.76815
Spain,ESP,1983,555.62325,28.51676,208.01418
Spain,ESP,1984,520.77977,23.38793,211.47992
Spain,ESP,1985,498.6944,24.80679,209.08414
Spain,ESP,1986,496.86849,29.22619,216.6669
Spain,ESP,1987,520.17501,31.2847,210.20062
Spain,ESP,1988,532.39814,40.36773,182.38166
Spain,ESP,1989,559.44952,51.82328,224.83116
Spain,ESP,1990,537.44556,57.7943921,223.43556
Spain,ESP,1991,546.31925,65.11023601,232.58837
Spain,ESP,1992,619.13468,68.07941535,237.29852
Spain,ESP,1993,586.95447,66.77966515,213.45702
Spain,ESP,1994,608.08618,73.21792774,220.06286
Spain,ESP,1995,668.36447,89.79324201,220.58621
Spain,ESP,1996,687.0599296,100.4896862,186.39401
Spain,ESP,1997,716.0093495,131.4889782,213.46865
Spain,ESP,1998,775.5412544,134.9870559,203.42033
Spain,ESP,1999,802.0976132,154.5253007,227.98289
Spain,ESP,2000,812.9168478,176.9639881,243.48568
Spain,ESP,2001,849.2654516,190.6943491,222.92384
Spain,ESP,2002,856.8652092,218.0343445,251.18474
Spain,ESP,2003,885.6507664,248.2872799,234.10027
Spain,ESP,2004,912.9386337,292.6907457,244.79987
Spain,ESP,2005,922.0594245,347.0195539,238.56619
Spain,ESP,2006,922.423396,363.1736991,208.27004
Spain,ESP,2007,934.3890263,369.5727193,233.03031
Spain,ESP,2008,906.9664557,405.9217331,157.05152
Spain,ESP,2009,855.3531262,363.0772177,109.6709
Spain,ESP,2010,838.5202407,361.9646815,80.21211
Spain,ESP,2011,800.3432055,336.4608333,148.75933
Spain,ESP,2012,752.7994699,332.2561414,180.17196
Spain,ESP,2013,689.4253402,303.2809603,132.54711
Spain,ESP,2014,685.6950005,275.1861101,135.36157
Spain,ESP,2015,711.7560265,285.9872841,159.16818
Spain,ESP,2016,726.6395844,292.607902,121.44046
Sweden,SWE,1965,220.37687,0,25.92704975
Sweden,SWE,1966,249.84729,0,24.74041759
Sweden,SWE,1967,244.49749,0,24.55677989
Sweden,SWE,1968,276.30554,0,21.45431457
Sweden,SWE,1969,311.73052,0,20.94909574
Sweden,SWE,1970,340.2938,0,22.1301455
Sweden,SWE,1971,319.41795,0,19.94935768
Sweden,SWE,1972,329.26856,0,17.13963109
Sweden,SWE,1973,339.77045,0,18.94521185
Sweden,SWE,1974,306.24116,0,20.93002254
Sweden,SWE,1975,304.99675,0,22.57523723
Sweden,SWE,1976,337.72357,0,21.671342
Sweden,SWE,1977,326.20987,0,17.20196789
Sweden,SWE,1978,309.3745695,0,17.64604781
Sweden,SWE,1979,324.1603765,0,20.84662381
Sweden,SWE,1980,288.1970504,0,19.86897112
Sweden,SWE,1981,260.3312842,0,17.0852841
Sweden,SWE,1982,244.23049,0,19.00960716
Sweden,SWE,1983,216.0216571,0,23.82295015
Sweden,SWE,1984,206.8267283,0,28.74689444
Sweden,SWE,1985,222.7472665,1.0467,33.84138105
Sweden,SWE,1986,229.3286901,2.326,36.07909772
Sweden,SWE,1987,210.1557465,3.32618,35.62356225
Sweden,SWE,1988,201.3062025,4.75667,34.97160771
Sweden,SWE,1989,201.73709,7.46646,32.97284102
Sweden,SWE,1990,202.4062724,6.71,34.574827
Sweden,SWE,1991,190.954133,7.16875,31.592895
Sweden,SWE,1992,202.2889322,8.0915,29.776289
Sweden,SWE,1993,197.17076,8.83075,31.689424
Sweden,SWE,1994,208.8825947,8.76675,34.137539
Sweden,SWE,1995,198.694473,8.7755,33.539757
Sweden,SWE,1996,214.7291303,9.40325,35.243552
Sweden,SWE,1997,198.6032036,9.28875,30.49386
Sweden,SWE,1998,199.8568,9.2065,29.593698
Sweden,SWE,1999,198.9225647,9.22625,28.331843
Sweden,SWE,2000,184.89374,9.023,28.519086
Sweden,SWE,2001,186.10326,10.18,32.082518
Sweden,SWE,2002,191.62751,10.35975,33.095491
Sweden,SWE,2003,206.09523,10.3305,31.14514
Sweden,SWE,2004,203.72271,10.2855,34.334086
Sweden,SWE,2005,199.58243,9.79975,30.574107
Sweden,SWE,2006,200.64076,9.65025,31.291678
Sweden,SWE,2007,196.23299,10.29325,31.153281
Sweden,SWE,2008,193.88373,9.28625,28.286486
Sweden,SWE,2009,179.95099,11.43225,22.394728
Sweden,SWE,2010,188.1111804,15.4625,28.985449
Sweden,SWE,2011,172.5690907,12.53675,28.98196
Sweden,SWE,2012,170.15853,10.924,25.522035
Sweden,SWE,2013,166.99517,10.82475,25.79534
Sweden,SWE,2014,168.23958,9.2245,24.454401
Sweden,SWE,2015,164.3057893,8.91175,24.613732
Sweden,SWE,2016,170.8768852,9.833,26.16427384
Switzerland,CHE,1965,93.47031,0,14.83333333
Switzerland,CHE,1966,99.44813,0,12.26388889
Switzerland,CHE,1967,107.72869,0,10.34444444
Switzerland,CHE,1968,119.5564,0,9.777777778
Switzerland,CHE,1969,129.87221,0.0025,8.844444444
Switzerland,CHE,1970,145.64249,0.385,7.588888889
Switzerland,CHE,1971,154.45803,0.93,5.125
Switzerland,CHE,1972,158.30756,1.18,4.336111111
Switzerland,CHE,1973,170.3795,1.5975,4.116666667
Switzerland,CHE,1974,151.55053,3.365,3.55
Switzerland,CHE,1975,145.50293,5.42,2.661111111
Switzerland,CHE,1976,151.10859,5.6575,2.5
Switzerland,CHE,1977,151.84128,6.46,2.916666667
Switzerland,CHE,1978,156.08623,7.0875,2.625
Switzerland,CHE,1979,149.73625,7.95,2.713888889
Switzerland,CHE,1980,149.39898,9.07,3.972222222
Switzerland,CHE,1981,137.98995,9.785,5.875
Switzerland,CHE,1982,130.36067,10.335,5.197222222
Switzerland,CHE,1983,142.60706,11.3625,4.536111111
Switzerland,CHE,1984,137.51312,12.6725,5.827777778
Switzerland,CHE,1985,139.80423,13.2675,5.852777778
Switzerland,CHE,1986,153.26014,13.5875,5.036111111
Switzerland,CHE,1987,144.16548,14.5675,4.686111111
Switzerland,CHE,1988,144.5609,14.67,4
Switzerland,CHE,1989,138.66449,15.955,4.136111111
Switzerland,CHE,1990,148.36391,17.0775,4.136111111
Switzerland,CHE,1991,150.87599,19.17,3.513888889
Switzerland,CHE,1992,152.82983,20.15,2.433333333
Switzerland,CHE,1993,143.18856,21.14,2.038888889
Switzerland,CHE,1994,148.07316,20.8525,2.063888889
Switzerland,CHE,1995,137.19911,22.98,2.213888889
Switzerland,CHE,1996,142.06045,24.875,1.655555556
Switzerland,CHE,1997,149.28268,24.015,1.275
Switzerland,CHE,1998,151.22489,24.72,1.058333333
Switzerland,CHE,1999,146.56126,25.6125,1.1
Switzerland,CHE,2000,141.99067,25.47,1.602777778
Switzerland,CHE,2001,152.10877,26.51,1.675
Switzerland,CHE,2002,144.16548,26.02,1.544444444
Switzerland,CHE,2003,140.28106,27.5025,1.586111111
Switzerland,CHE,2004,139.74608,28.3725,1.505555556
Switzerland,CHE,2005,142.3431654,29.1275,1.677777778
Switzerland,CHE,2006,145.9713137,28.3225,1.811111111
Switzerland,CHE,2007,131.5367369,27.5775,2.027777778
Switzerland,CHE,2008,140.2792065,29.3825,1.822222222
Switzerland,CHE,2009,142.5290343,28.2025,1.719444444
Switzerland,CHE,2010,132.3636933,31.5025,1.725
Switzerland,CHE,2011,128.3749611,27.9425,1.622222222
Switzerland,CHE,2012,130.7916788,30.63,1.463888889
Switzerland,CHE,2013,136.9879208,32.2575,1.575
Switzerland,CHE,2014,122.9890875,27.9425,1.638888889
Switzerland,CHE,2015,124.8319541,29.855,1.502777778
Switzerland,CHE,2016,118.367935,31.36403101,1.506894977
Taiwan,TWN,1965,25.16732,2.39578,34.71555
Taiwan,TWN,1966,29.81932,2.68653,34.52947
Taiwan,TWN,1967,35.4715,3.47737,35.04119
Taiwan,TWN,1968,42.36809,4.89623,35.32031
Taiwan,TWN,1969,50.81147,6.15227,32.42444
Taiwan,TWN,1970,61.10402,5.838931638,31.68012
Taiwan,TWN,1971,85.66658,11.73714177,28.13297
Taiwan,TWN,1972,92.99348,13.66369282,26.79552
Taiwan,TWN,1973,118.59111,15.76807935,23.98106
Taiwan,TWN,1974,106.46102,16.59797826,24.41137
Taiwan,TWN,1975,123.3943,16.47942127,22.25982
Taiwan,TWN,1976,159.0984,18.82770768,23.57401
Taiwan,TWN,1977,175.63626,19.87058664,26.99323
Taiwan,TWN,1978,205.93241,19.57319149,29.78443
Taiwan,TWN,1979,206.36272,18.89457169,37.59979
Taiwan,TWN,1980,214.28275,19.54524833,44.48475
Taiwan,TWN,1981,187.81287,16.65512634,41.0539
Taiwan,TWN,1982,180.12544,14.15221682,47.1332499
Taiwan,TWN,1983,184.25409,13.21013286,63.62448523
Taiwan,TWN,1984,178.68332,13.2929644,73.81457493
Taiwan,TWN,1985,217.9870431,11.91676335,78.1934909
Taiwan,TWN,1986,241.030848,10.85791686,95.19452728
Taiwan,TWN,1987,250.4708845,10.98266315,102.9945008
Taiwan,TWN,1988,287.7581522,12.52652321,119.3564222
Taiwan,TWN,1989,320.4469942,12.61933444,124.9011991
Taiwan,TWN,1990,331.3822787,20.25380724,123.2041379
Taiwan,TWN,1991,343.8370759,29.41417662,134.7435169
Taiwan,TWN,1992,352.9517592,29.16900526,155.6830295
Taiwan,TWN,1993,378.3075578,30.52691351,173.6104768
Taiwan,TWN,1994,398.9525701,37.07423738,180.9199202
Taiwan,TWN,1995,431.2479416,41.43324191,186.7387116
Taiwan,TWN,1996,432.5223013,42.27801379,211.1620837
Taiwan,TWN,1997,449.7467122,49.60311579,241.7654286
Taiwan,TWN,1998,464.7789035,58.77446285,262.4474995
Taiwan,TWN,1999,500.3782977,59.8143479,319.7739327
Taiwan,TWN,2000,515.1242469,64.52376975,319.7739327
Taiwan,TWN,2001,528.3249318,69.50064763,336.0389529
Taiwan,TWN,2002,530.0363186,77.73190667,364.9012751
Taiwan,TWN,2003,551.4005593,80.22982633,388.6106815
Taiwan,TWN,2004,576.9397011,97.59850143,403.5377865
Taiwan,TWN,2005,572.4475671,98.3958797,410.6549744
Taiwan,TWN,2006,570.9718679,105.5448499,430.7077344
Taiwan,TWN,2007,594.8454226,111.9812494,450.8528831
Taiwan,TWN,2008,533.2406117,121.7163299,430.8592965
Taiwan,TWN,2009,536.0485003,118.8637815,409.6549572
Taiwan,TWN,2010,549.1576615,147.5910053,437.7102155
Taiwan,TWN,2011,518.0047156,162.4662815,452.7124271
Taiwan,TWN,2012,518.6105262,170.5257599,441.4051247
Taiwan,TWN,2013,524.4448353,171.0279985,449.0652591
Taiwan,TWN,2014,536.3846683,179.8975294,453.9535458
Taiwan,TWN,2015,540.5391212,192.4085441,440.0024536
Taiwan,TWN,2016,542.7725405,199.8935309,448.5394551
Thailand,THA,1965,26.749,0,0.52335
Thailand,THA,1966,31.62197,0,0.75595
Thailand,THA,1967,35.15749,0,1.34908
Thailand,THA,1968,46.43859,0,1.48864
Thailand,THA,1969,50.3579,0,1.58168
Thailand,THA,1970,58.76639,0,1.68635
Thailand,THA,1971,65.43038,0,1.3287275
Thailand,THA,1972,82.3404,0,1.04439726
Thailand,THA,1973,87.21337,0,1.11818961
Thailand,THA,1974,89.02765,0,1.67675525
Thailand,THA,1975,95.9475,0,1.60271867
Thailand,THA,1976,101.14611,0,1.85899735
Thailand,THA,1977,113.72977,0,1.78801946
Thailand,THA,1978,127.68577,0,2.30268185
Thailand,THA,1979,129.10463,0,4.84189464
Thailand,THA,1980,134.69866,0,5.23545384
Thailand,THA,1981,128.41846,2.75631,5.82366435
Thailand,THA,1982,116.26511,14.04904,7.59151739
Thailand,THA,1983,130.20948,16.53786,7.28903272
Thailand,THA,1984,135.46624,24.69049,9.17823318
Thailand,THA,1985,128.19749,32.45933,18.43501538
Thailand,THA,1986,133.7041075,34.87252664,18.08709896
Thailand,THA,1987,146.2069338,48.35086516,26.11432886
Thailand,THA,1988,165.3107989,57.06445422,26.9062388
Thailand,THA,1989,194.3330549,55.94580194,32.77129123
Thailand,THA,1990,233.2400271,60.65252333,45.35101975
Thailand,THA,1991,249.5550698,75.09360031,53.11427554
Thailand,THA,1992,281.1623997,81.41338487,56.84662021
Thailand,THA,1993,324.87137,92.20895081,63.31914021
Thailand,THA,1994,362.5843901,102.0502773,73.216621
Thailand,THA,1995,395.0167317,105.6872893,83.52327901
Thailand,THA,1996,435.4776043,123.1390854,101.622812
Thailand,THA,1997,437.9667637,154.4660383,104.8038542
Thailand,THA,1998,400.7653659,164.9491904,84.08473368
Thailand,THA,1999,426.7976489,183.2412213,89.39646462
Thailand,THA,2000,404.5421023,211.9536871,91.69589791
Thailand,THA,2001,398.099718,245.6052797,102.0776441
Thailand,THA,2002,443.2195776,266.8924968,108.9419014
Thailand,THA,2003,491.980453,284.2217892,111.2721917
Thailand,THA,2004,532.4012912,297.5503684,124.6728857
Thailand,THA,2005,533.5122238,320.591909,134.7621331
Thailand,THA,2006,513.8381404,330.1123227,143.818462
Thailand,THA,2007,529.1241446,351.7204528,162.6593916
Thailand,THA,2008,516.2548414,369.4172563,175.3236483
Thailand,THA,2009,533.8382437,381.2444324,175.8704007
Thailand,THA,2010,555.3257585,432.0556292,180.44824
Thailand,THA,2011,578.338807,443.180607,183.8831712
Thailand,THA,2012,608.1777419,486.335029,192.3312767
Thailand,THA,2013,634.2710193,488.6432567,189.3834408
Thailand,THA,2014,639.3523971,499.4473217,208.5185093
Thailand,THA,2015,666.3094722,509.6095611,204.3694008
Thailand,THA,2016,685.6771081,505.6425511,206.3119338
Trinidad and Tobago,TTO,1965,22.11048506,12.23476,0
Trinidad and Tobago,TTO,1966,22.26571851,14.35142,0
Trinidad and Tobago,TTO,1967,23.2264545,15.84006,0
Trinidad and Tobago,TTO,1968,23.67026128,16.61927,0
Trinidad and Tobago,TTO,1969,24.81081512,16.71231,0
Trinidad and Tobago,TTO,1970,25.44888559,19.11972,0
Trinidad and Tobago,TTO,1971,26.29543,18.635,0
Trinidad and Tobago,TTO,1972,43.40316,19.26075,0
Trinidad and Tobago,TTO,1973,43.62413,18.498,0
Trinidad and Tobago,TTO,1974,43.031,16.89975,0
Trinidad and Tobago,TTO,1975,32.81986,15.35975,0
Trinidad and Tobago,TTO,1976,36.99503,17.28825,0
Trinidad and Tobago,TTO,1977,36.06463,20.3215,0
Trinidad and Tobago,TTO,1978,32.24999,24.26025,0
Trinidad and Tobago,TTO,1979,24.69049,25.0765,0
Trinidad and Tobago,TTO,1980,19.4221,28.3325,0
Trinidad and Tobago,TTO,1981,19.23602,31.2095,0
Trinidad and Tobago,TTO,1982,21.35268,37.93125,0
Trinidad and Tobago,TTO,1983,18.42192,39.29725,0
Trinidad and Tobago,TTO,1984,15.7005,41.176,0
Trinidad and Tobago,TTO,1985,16.72394,42.152,0
Trinidad and Tobago,TTO,1986,18.11954,43.1345,0
Trinidad and Tobago,TTO,1987,11.87423,45.6935,0
Trinidad and Tobago,TTO,1988,10.6996,52.59425,0
Trinidad and Tobago,TTO,1989,9.60638,52.69475,0
Trinidad and Tobago,TTO,1990,14.71195,54.63375,0
Trinidad and Tobago,TTO,1991,13.73503,59.57488626,0
Trinidad and Tobago,TTO,1992,19.87567,57.56905023,0
Trinidad and Tobago,TTO,1993,17.28218,64.61355823,0
Trinidad and Tobago,TTO,1994,13.00234,74.00327165,0
Trinidad and Tobago,TTO,1995,14.92129,79.44503738,0
Trinidad and Tobago,TTO,1996,17.36359,89.70304735,0
Trinidad and Tobago,TTO,1997,9.86224,97.34403038,0
Trinidad and Tobago,TTO,1998,11.3974,97.34403038,0
Trinidad and Tobago,TTO,1999,20.63162,99.85613439,0
Trinidad and Tobago,TTO,2000,20.24351696,101.5716188,0
Trinidad and Tobago,TTO,2001,18.73608875,116.8449025,0
Trinidad and Tobago,TTO,2002,21.38053029,125.6445168,0
Trinidad and Tobago,TTO,2003,20.31953565,139.7608961,0
Trinidad and Tobago,TTO,2004,22.33495627,153.8200686,0
Trinidad and Tobago,TTO,2005,19.57141822,170.7124988,0
